,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
666,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, AWS EMR","Seattle, WA",Not Easy Apply,3.6," Very strong Computer Science fundamentals in algorithm design, data structures, problem solving, and complexity analysis."
667,Expedia.com,Senior Data Engineer,"Bellevue, WA",Not Easy Apply,3.9, We expect our data engineers to build durable data pipelines with the ability to scale elegantly with data volume growth.
668,Sift,"Senior Software Engineer, Data Science Infrastructure","Seattle, WA",Easy Apply,4.3, The Data Science Infrastructure team owns the tools that empower the development of new machine learning models and data intelligence at Sift.
669,Blueprint Technologies,Senior Data Engineer,"Bellevue, WA",Easy Apply,3.2," We have a special focus in cloud and infrastructure, data platform and engineering, data science and analytics, organizational modernization and customer…"
670,"Seattle Genetics, Inc.",Scientist Formulation and Drug Product Sciences,"Bothell, WA",Not Easy Apply,3.9," The successful candidate will work closely with Process Development, Analytical Sciences, and Quality Control. Supervise and mentor research associate(s)."
671,Coupang,Senior Data Engineer,"Seattle, WA",Easy Apply,3.1," 4+ years of experience in data integration applications, data processing applications, data warehouse, business intelligence, SQL."
672,Microsoft,Sr Hardware and Data Science Engineer – CHIE/Azure – Cloud Hardware Infrastructure Engineering,"Redmond, WA",Not Easy Apply,4.2, 3+ years of experience data mining large data bases and communicating findings and tradeoffs to technical teams and management.
673,Zillow Group,Principal Data Streaming Platform Engineer,"Seattle, WA",Not Easy Apply,3.8," Design and build highly scalable, low-latency, fault-tolerant streaming data platform that empowers Data Scientists, Engineers to build real time data…"
674,"Amazon.com Services, Inc.","Software Engineer, Machine Learning Systems","Seattle, WA",Not Easy Apply,3.6," MS in Computer Science or equivalent industry experience. Bachelor's degree in Computer Science, Software Engineering, or a related technical discipline."
675,"Amazon.com Services, Inc.",Software Development Engineer – Amazon DynamoDB Continuous Data Protection,"Seattle, WA",Not Easy Apply,3.6," A Master of Science degree in Computer Science, MIS, CIS, or a related field. Encrypt petabyes of data with no performance degradation."
676,"Amazon Web Services, Inc.",Sr. Data Engineer - AWS Demand Planning,"Seattle, WA",Not Easy Apply,3.6," As an Amazon Data Engineer, you will be working in one of the world's largest data warehouse environments. Capable of investigating, familiarizing and mastering…"
677,Xen.ai,Regional Head of Business Development - AI & Machine Learning Solutions,"Seattle, WA",Easy Apply,," Nice to have - familiarity of latest IT trends, AI, Machine Learning, Deep Learning and Data Science. Excellent business development skills to get client…"
678,Sinclair Broadcast Group,Software Development Engineer II - Data,"Seattle, WA",Easy Apply,3.0," Develop and maintain data pipelines into a cloud-native data warehouse. Well-versed using data visualization tools (e.g. Data Studio, Power BI, Tableau, etc.)."
679,Fresh Consulting,BI Analyst,"Bellevue, WA",Easy Apply,3.8," Bachelor's degree in data science, computer science or related field required. Experience with Azure Data Warehouse. Experience with MS SQL database."
680,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, Amazon Athena","Seattle, WA",Not Easy Apply,3.6," Master's degree in Computer Science or equivalent with 3+ years of experience OR Bachelor's Degree in Computer Science or equivalent with 5+ years experience,…"
681,Zulily,Senior Software Engineer - Big Data,"Seattle, WA",Not Easy Apply,3.2, You are curious and love to work with data and solve challenging data problems. Explore data sources to better understand the availability and quality of data…
682,"Amazon.com Services, Inc.",Software Development Engineer - Big Data Technologies,"Seattle, WA",Not Easy Apply,3.6," Experience with ETL (Extract Transform Load), Data Warehousing systems, and Big Data technologies. Master's in Computer Science, Electrical Engineering or…"
683,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, AWS Elastic MapReduce (EMR)","Seattle, WA",Not Easy Apply,3.6," Very strong Computer Science fundamentals in algorithm design, data structures, problem solving, and complexity analysis."
684,"Amazon.com Services, Inc.",Business Analyst II,"Seattle, WA",Not Easy Apply,3.6, Data Science skills is a plus. 3+ years of professional experience working with large data sets and writing complex SQL queries to pull data.
685,Alibaba,Alibaba Cloud Intelligence Apsara Infrastructure Senior Algorithm Engineer or Senior Machine Learning Research Engineer -Seattle,"Seattle, WA",Not Easy Apply,4.0," By integrating domain knowledge in server architecture and data center electrical and cooling infrastructure, the Data Center Operation Platform will provide…"
686,Providence Health & Services,Senior Clinical Data Engineer PSJH,"Renton, WA",Not Easy Apply,3.6," Data Architecture: Designs advanced data sources, views and summaries and creates functional data architecture. Ability to interpret complex statistical data."
687,Remitly,Senior Machine Learning Engineer,"Seattle, WA",Easy Apply,4.0," Confident in your data and ideas. Proficiency with systems design and data processing. An MS or PhD in Computer Science, Economics, Statistics, Applied…"
688,Grab Taxi,"Senior Software Engineer, Backend (Streaming Data)","Seattle, WA",Not Easy Apply,3.9," Bachelor of Science in Computer Science, or equivalent. The Streaming Data team, owns the platform that distributes massive amounts of real-time streaming data…"
689,Neal Analytics,Support Analyst 2,"Redmond, WA",Easy Apply,3.0," Acquire data from primary or secondary data sources, validate data integrity in our databases and data collection system. Manage tool configurations and audits."
690,"Amazon Data Services, Inc.",Systems Development Engineer – Data Center Operations,"Seattle, WA",Not Easy Apply,3.6," Monitor various data sources for unidentified fleet issues. You are data driven to dive deep, analyzing data for trends and systemic issues, then follow our…"
691,"Amazon.com Services, Inc.","Principal Product Manager, Machine Learning","Seattle, WA",Not Easy Apply,3.6," Bachelor’s degree in computer science, engineering, business, design or related field; or equivalent work experience."
692,"Amazon.com Services, Inc.",Senior Data Scientist - AWS Global Infrastructure,"Seattle, WA",Not Easy Apply,3.6, Experienced in using multiple data science methodologies to solve complex business problems. Experience building complex data visualization.
693,Uber,Software Engineer -- Machine Learning Platform (Seattle),"Seattle, WA",Not Easy Apply,3.8," Experience in managing dependencies in data science packages. This role involves building and managing robust distributed systems, and solve infrastructure…"
694,Liberty Mutual Insurance,"Director II, Data Science, GRM Product Design & Modeling Pricing Sophistication","Seattle, WA",Not Easy Apply,3.6, Maintain a knowledge of the latest developments in data science and identify ideas for application to business problems.
695,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
696,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
697,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
698,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
699,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
700,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
701,Expedia.com,Software Development Engineer II (Data Engineering Team),"Seattle, WA",Not Easy Apply,3.9," Perform data analysis, provide development/QA support for existing systems, and troubleshoot data and/or system issues within the Data Warehouse environment as…"
702,Splunk,Sr. Principal Software Engineer - Data Analytics,"Seattle, WA",Not Easy Apply,4.1, You've built data visualizations using d3.js or equivalent. You'll design and build creative new data analytics experiences. We value diversity at our company.
703,"Amazon Data Services, Inc.",Systems Development Engineer – Data Center Operations,"Seattle, WA",Not Easy Apply,3.6," Monitor various data sources for unidentified fleet issues. You are data driven to dive deep, analyzing data for trends and systemic issues, then follow our…"
704,Slalom Consulting,Senior Data Engineer - Data & Analytics,"Seattle, WA",Not Easy Apply,3.7," Proven experience with data warehousing, data ingestion, and data profiling. 0-3 years of related work experience in Data Engineering or Data Warehousing."
705,"Amazon.com Services, Inc.",Front-End Engineer – Alexa Machine Learning Platform Services,"Bellevue, WA",Not Easy Apply,3.6," Customers include Scientists, Data Analysts, Product Owners, and the Alexa end users. Bachelor’s degree in Computer Science, Computer Engineering, or related…"
706,"Amazon.com Services, Inc.","Senior Software Engineer, Personalization & Discovery, Data Science, Machine Learning","Seattle, WA",Not Easy Apply,3.6," You are a software engineer with an interest in machine learning, data science, search, or recommendation systems. You have great problem solving skills."
707,Gigamon,"Principle Software Engineer - Data Storage, ETL and Analytics","Seattle, WA",Not Easy Apply,3.4," We work with a number of data storage and processing systems, including MySQL, Postgres, Hadoop, HBase/Phoenix, Spark, Elasticsearch, a variety of AWS data…"
708,"Amazon.com Services, Inc.","Sr. Machine Learning Scientist, Alexa Experiences","Seattle, WA",Not Easy Apply,3.6," Gradutate degree in Computer Science (Machine Learning, AI, Statistics, or equivalent); PhD in Computer Science (Machine Learning, AI, Statistics, Mathematics,…"
709,Zillow Group,Principal Machine Learning Engineer - Conversational AI,"Seattle, WA",Not Easy Apply,3.8," The Conversational Assistants AI team, part of the overall Artificial Intelligence team, is responsible for the science and platforms that power automated…"
710,Nordstrom,Senior Engineer - Machine Learning,"Seattle, WA",Not Easy Apply,3.9, Productionzing ML Pipelines for Data science and supporting them in Production. Building/Enhancing ML frameworks to Ingest data from heterogeneous data sources.
711,HBO Max,"Senior Staff Software Engineer, Data Pipeline","Seattle, WA",Not Easy Apply,, You will work as part of a cross functional team of software developers and data engineers to produce high quality data that truthfully represents the online…
712,OfferUp,Senior Data Engineer,"Bellevue, WA",Easy Apply,2.8," Experience building data pipelines and real-time data streams. As the Data Engineering team, we build and operate OfferUp's data platform for streaming and…"
713,Livestories,Sr. Data Pipeline Engineer,"Seattle, WA",Easy Apply,," You will work closely with both the data ingestion, data science and UI teams and will make sure all requirements are adequately met."
714,Coupang,Senior Software Engineer (Common Data Services),"Seattle, WA",Easy Apply,3.1," As our Senior Software Engineer for Common Data Services team, you will be responsible building solid infrastructure to construct, monitor and manage blaze-fast…"
715,"Amazon.com Services, Inc.","Software Development Engineer - Big Data, Amazon Timestream","Seattle, WA",Not Easy Apply,3.6," Experience with serverless, big data, ETL technologies at scale. Strong at applying data structures, algorithms, and object oriented design, to solve…"
716,Microsoft,"Research Intern - Computer Vision, Machine Learning, Graphics, Sound Propagation within IMG","Redmond, WA",Not Easy Apply,4.2," Unsupervised representation learning from unlabeled data. Deep learning for vision, graphics and acoustics. Physically-based sound synthesis and propagation."
717,Nordstrom,Senior Data Engineer - Analytical Sciences - Data Engineering (ASDE),"Seattle, WA",Not Easy Apply,3.9," As Senior Data Engineer with the Analytical Sciences - Data Engineering (ASDE) Team , you'll lead a team of data engineers who provide an ETL & automation…"
718,Kavout Corporation,Senior Data Engineer,"Seattle, WA",Easy Apply,," You are knowledgeable about data modeling, data access, data analysis, and data storage techniques. Build large-scale batch and real-time data pipelines with…"
719,Outreach,Principal Machine Learning Engineer,"Seattle, WA",Not Easy Apply,, Key goal of the Data Science team is to transform how sales reps operate by enabling personalized guided selling. You have substantial coding experience.
720,"Amazon.com Services, Inc.","Senior Machine Learning Scientist, Amazon Alexa AI","Seattle, WA",Not Easy Apply,3.6," Experience with PySpark for big data processing, analysis and ML. PhD in Electrical Engineering, Computer Sciences, or Mathematics with specialization in speech…"
721,Blue Origin,Project Manager - Data Scientist,"Kent, WA",Not Easy Apply,3.3, Push and pull status data from our scheduling system either through manual data entry or using database tools. Strong written and verbal communication skills.
722,Foursquare,"Senior Software Engineer, Data","Seattle, WA",Easy Apply,4.5, Work with the Data Science team to bring machine learning models into production. You will build data processing infrastructure to derive insights from billions…
723,Axon,"Senior Software Engineer — Data Architect, Axon Records & Integrations","Seattle, WA",Not Easy Apply,3.2," Experience building data warehouse and data lake solutions end-to-end. Develop and maintain data warehouse and data lake metadata, data catalog, and user…"
724,Zulily,Senior Software Development Engineer - Big Data,"Seattle, WA",Easy Apply,, You are curious and love to work with data and solve challenging data problems. Explore data sources to better understand the availability and quality of data…
725,DocuSign,Principal Analyst- Digital Touch,"Seattle, WA",Not Easy Apply,3.7," Attention to detail with focus on data quality, data consistency and criticality. Python/R, knowledge and hand-on experience in statistical programming and data…"
726,Splunk,Sr Principal Engineer - Cloud and Data Platform,"Seattle, WA",Not Easy Apply,4.1," BS in Computer Science or related; 15+ years of professional experience. A set of talented and dedicated peers, all the way from engineering and QA to product…"
727,Coupang,Senior Data Engineer,"Seattle, WA",Easy Apply,3.1," 4+ years of experience in data integration applications, data processing applications, data warehouse, business intelligence, SQL."
728,Zillow Group,"Principal Software Development Engineer, Big Data - Mortgages","Seattle, WA",Not Easy Apply,3.8," The Data Engineering team, part of Zillow Group Analytics, processes Terabytes of data daily, and handles Petabytes of data overall."
729,"Amazon.com Services, Inc.",Sr Machine Learning Scientist - Prime Video,"Seattle, WA",Not Easy Apply,3.6," PhD in Computer Science (Machine Learning, AI, Statistics, or equivalent); PhD in Computer Science (Machine Learning, AI, Statistics, Mathematics, or equivalent…"
730,Uber,Software Engineer -- Machine Learning Platform (Seattle),"Seattle, WA",Not Easy Apply,3.8," Experience in managing dependencies in data science packages. This role involves building and managing robust distributed systems, and solve infrastructure…"
731,Napster,Senior Big Data/Hadoop Engineer,"Seattle, WA",Not Easy Apply,4.0," The data warehouse supports operational and analytical reporting needs of the business; provides data back to the applications via APIs, supports communications…"
732,State of Washington Dept. of Ecology,Expert Modeling and Analyst Scientist (Natural Resource Scientist 4),"Lacey, WA",Not Easy Apply,3.4," Experience working with maritime transportation data, including Automatic Identification System data, environmental data, and maritime casualty data."
733,"Amazon.com Services, Inc.",Software Development Engineer - IAM Data Plane,"Seattle, WA",Not Easy Apply,3.6," BS/MS in Computer Science or equivalent experience. As an SDE on IAM Data Plane team, you will: 3+ years of non-internship professional software development…"
734,The Allen Institute for AI,Lexion Senior Machine Learning Engineer - AI2 Incubator,"Seattle, WA",Easy Apply,," Solid grasp of computer science, algorithms and data structures. Bonus: A bachelor's or master's degree in computer science or a similar field."
735,KPMG,"Sr. Associate, Data Engineer","Seattle, WA",Not Easy Apply,4.0," Build logical and physical data models by playing a data owner role in cross disciplinary teams; Discover, profile, acquire, process, model, and own data for…"
736,Allstate,ATSV- Lead Machine Learning Engineer,"Bothell, WA",Not Easy Apply,3.8," Study and transform data science prototypes. About the Data Science & Analytic Engineering Team. Understanding of data structures, data modeling and software…"
737,Logic20/20,"Sr. Data Engineer - BI, Analyst, Cloud","Seattle, WA",Not Easy Apply,3.5," Translate client user requirements into data flows, data mapping, etc. Deep experience in data modeling, data analysis and relational database design."
738,OPPO US Research Center,"Machine Learning Engineer( I,II,Sr.) Contractor","Kirkland, WA",Easy Apply,, B.S in computer science or engineering degree is required. M.S in computer science or engineering degree is preferred. (projects or interns for new graduates).
739,"Amazon Web Services, Inc.","Software Development Engineer, Data Engineering","Seattle, WA",Not Easy Apply,3.6," AWS Kumo applications encompass a variety of technical areas such as information retrieval, data mining, big data and machine learning."
740,ARiA,Software Engineer: Machine Learning / Signal Processing,"Seattle, WA",Easy Apply,3.6," Bachelor’s degree in Computer Science, Engineering, or equivalent. ARiA applies broad interdisciplinary expertise in acoustics, modeling & simulation, signal…"
741,Zillow Group,"Senior Software Development Engineer, Big Data","Seattle, WA",Not Easy Apply,3.8," The Data Quality and Discovery team at Zillow Group builds tools for data catalog, lineage, data quality, SLA monitoring, and adaptive alerting and integrates…"
742,"Amazon.com Services, Inc.",Software Development Engineer – Amazon DynamoDB Continuous Data Protection,"Seattle, WA",Not Easy Apply,3.6," A Master of Science degree in Computer Science, MIS, CIS, or a related field. Encrypt petabyes of data with no performance degradation."
743,"Amazon.com Services, Inc.",Sr. Technical Recruiter-Machine Learning,"Seattle, WA",Not Easy Apply,3.6," If you are passionate about recruiting and hiring Applied Scientist, Research Scientist and Data Scientist role across Consumer organization, we hope you will…"
744,Tally,Senior Software Engineer - Backend / Data,"Seattle, WA",Easy Apply,, Senior Software Engineer - Backend / Data. Experience building and working with data pipelines. Lay the foundation for our data and intelligence pipeline.
745,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, AWS Elastic MapReduce (EMR)","Seattle, WA",Not Easy Apply,3.6," Very strong Computer Science fundamentals in algorithm design, data structures, problem solving, and complexity analysis."
746,"Amazon.com Services, Inc.","Software Development Engineer, AWS IoT Data Services","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in object-oriented design, data structures, and complex analysis. Using our service, AWS customers will be able to turn IoT data…"
747,Outreach,"Senior Software Engineer, Data Platform","Seattle, WA",Not Easy Apply,," Owner of the core company data pipeline, responsible for scaling up data processing flow to meet the data growth at Outreach."
748,"Woot, Inc.","Sr. Marketing Analyst (Woot Workshop, Seattle, WA)","Seattle, WA",Not Easy Apply,2.5," 4+ years of relevant professional experience as a Business Analyst, Marketing Analyst, or Data Science. Proposing and implement business metrics for senior…"
749,Woot Services LLC,Digital Marketing Analyst,"Seattle, WA",Not Easy Apply,3.6," 4+ years of relevant professional experience as a Business Analyst, Marketing Analyst, or Data Science. Proposing and implement business metrics for senior…"
750,Zulily,Machine Learning - Senior Software Development Engineer,"Seattle, WA",Easy Apply,," Build scalable machine learning services and data platforms. They work on cross-functional initiatives such as service and container platforms, machine learning…"
751,Indeed,Business Intelligence Analyst,"Seattle, WA",Easy Apply,4.4," 3+ years of Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
752,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
753,Liberty Mutual Insurance,"Director II, Data Science, GRM Product Design & Modeling Pricing Sophistication","Seattle, WA",Not Easy Apply,3.6, Maintain a knowledge of the latest developments in data science and identify ideas for application to business problems.
754,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
755,Gee Whiz,Business Intelligence Analyst,"Orondo, WA",Easy Apply,," 2+ years of relevant experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
756,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
757,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
758,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
759,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
760,Blue Origin,Project Manager - Data Scientist,"Kent, WA",Not Easy Apply,3.3, Push and pull status data from our scheduling system either through manual data entry or using database tools. Strong written and verbal communication skills.
761,Unity Technologies,"Principal Software Engineer, Visual Machine Learning, AI@Unity","Bellevue, WA",Easy Apply,4.0," B.Sc. in Computer Science, Electrical Engineering, Mathematics or a related field. Principal Software Engineer, Machine Learning."
762,"Amazon.com Services, Inc.",Software Development Engineer – Amazon DynamoDB Continuous Data Protection,"Seattle, WA",Not Easy Apply,3.6," A Master of Science degree in Computer Science, MIS, CIS, or a related field. Encrypt petabyes of data with no performance degradation."
763,"Amazon.com Services, Inc.","Software Engineer, Machine Learning Systems","Seattle, WA",Not Easy Apply,3.6," MS in Computer Science or equivalent industry experience. Bachelor's degree in Computer Science, Software Engineering, or a related technical discipline."
764,Allstate,ATSV- Lead Machine Learning Engineer,"Bothell, WA",Not Easy Apply,3.8," Study and transform data science prototypes. About the Data Science & Analytic Engineering Team. Understanding of data structures, data modeling and software…"
765,"Amazon.com Services, Inc.","Sr. Applied Scientist, Robotics and Machine Learning","Seattle, WA",Not Easy Apply,3.6," PhD in Engineering, Technology, Computer Science, Machine Learning, Robotics, Statistics or a related quantitative field."
766,"Seattle Genetics, Inc.",Scientist Formulation and Drug Product Sciences,"Bothell, WA",Not Easy Apply,3.9," The successful candidate will work closely with Process Development, Analytical Sciences, and Quality Control. Supervise and mentor research associate(s)."
767,Tally,Senior Software Engineer - Backend / Data,"Seattle, WA",Easy Apply,, Senior Software Engineer - Backend / Data. Experience building and working with data pipelines. Lay the foundation for our data and intelligence pipeline.
768,"Amazon Web Services, Inc.","Software Development Engineer, Data Engineering","Seattle, WA",Not Easy Apply,3.6," AWS Kumo applications encompass a variety of technical areas such as information retrieval, data mining, big data and machine learning."
769,Remitly,Senior Machine Learning Engineer,"Seattle, WA",Easy Apply,4.0," Confident in your data and ideas. Proficiency with systems design and data processing. An MS or PhD in Computer Science, Economics, Statistics, Applied…"
770,"Amazon.com Services, Inc.","Senior Software Engineer, Personalization & Discovery, Data Science, Machine Learning","Seattle, WA",Not Easy Apply,3.6," You are a software engineer with an interest in machine learning, data science, search, or recommendation systems. You have great problem solving skills."
771,Zillow Group,Senior Principal Machine Learning Engineer - Search,"Seattle, WA",Not Easy Apply,3.8, The Search and Conversational AI Team owns the full search stack from auto complete to query understanding to retrieval and ranking.
772,Zulily,Machine Learning - Senior Software Development Engineer,"Seattle, WA",Easy Apply,," Build scalable machine learning services and data platforms. They work on cross-functional initiatives such as service and container platforms, machine learning…"
773,Zillow Group,Principal Machine Learning Engineer - Conversational AI,"Seattle, WA",Not Easy Apply,3.8," The Conversational Assistants AI team, part of the overall Artificial Intelligence team, is responsible for the science and platforms that power automated…"
774,"Amazon.com Services, Inc.",Sr. Data Engineer - Amazon Lending,"Seattle, WA",Not Easy Apply,3.6, Computer Science fundamentals in data structures. Data engineering fundamentals in data architecture. Data engineering fundamentals in data set design.
775,Dell,Senior Systems Engineer (Enterprise Pre-Sales / Infrastructure Data Center Solutions) - Seattle,"Seattle, WA",Not Easy Apply,4.0," Previous hands-on experience in the data center environment, with expertise spanning storage, virtualization, convergence, Cloud and/or Big Data."
776,"Amazon.com Services, Inc.","Software Development Engineer, AWS Internet of Things (IoT) Data Services","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in data structures. Computer Science fundamentals in object-oriented design. Computer Science fundamentals in algorithm design,…"
777,"Amazon.com Services, Inc.","Software Development Engineer, Data Platform - Amazon Scout","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in object-oriented design , data structures, algorithm design, problem solving, and complexity analysis."
778,PwC,Applied Scientist: Machine Learning - Sr. Manager (PwC Labs),"Seattle, WA",Not Easy Apply,4.0," PhD in applied or computer sciences, physics, mathematics, cognitive sciences, and other quantitative sciences. Focus on building trusted relationships."
779,"Amazon.com Services, Inc.",Software Development Engineer - Big Data Technologies,"Seattle, WA",Not Easy Apply,3.6," Experience with ETL (Extract Transform Load), Data Warehousing systems, and Big Data technologies. Master's in Computer Science, Electrical Engineering or…"
780,Microsoft,Principal Machine Learning Manager,"Redmond, WA",Not Easy Apply,4.2," PhD/MS in Computer Science, or equivalent work experience. Experience with ML tools to build models and analyze data. (e.g. r, Python, Matlab, scikit-learn)."
781,Logic20/20,"Sr. Data Engineer - BI, Analyst, Cloud","Seattle, WA",Not Easy Apply,3.5," Translate client user requirements into data flows, data mapping, etc. Deep experience in data modeling, data analysis and relational database design."
782,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, AWS Elastic MapReduce (EMR)","Seattle, WA",Not Easy Apply,3.6," Very strong Computer Science fundamentals in algorithm design, data structures, problem solving, and complexity analysis."
783,"Amazon.com Services, Inc.","Senior Machine Learning Scientist, Amazon Alexa AI","Seattle, WA",Not Easy Apply,3.6," Experience with PySpark for big data processing, analysis and ML. PhD in Electrical Engineering, Computer Sciences, or Mathematics with specialization in speech…"
784,"Amazon Web Services, Inc.",Sr. Data Engineer - AWS Demand Planning,"Seattle, WA",Not Easy Apply,3.6," As an Amazon Data Engineer, you will be working in one of the world's largest data warehouse environments. Capable of investigating, familiarizing and mastering…"
785,"Amazon.com Services, Inc.",SDE - Prime Video Personalization: Machine Learning and Distributed Systems,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Computer Science or related field. Successful candidates for this position will have a background in Java, C++, or C# and ideally have some…"
786,"Amazon.com Services, Inc.",Senior Machine Learning Applied Scientist (Prime Video),"Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis. Establish scalable, efficient, automated processes…"
787,"Amazon.com Services, Inc.","Senior Business Analyst, SEO","Seattle, WA",Not Easy Apply,3.6," Master’s degree Data Science, Business, Finance, Math/Statistics or a similar field. You will work closely with data science and software development teams on…"
788,DocuSign,Principal Analyst- Digital Touch,"Seattle, WA",Not Easy Apply,3.7," Attention to detail with focus on data quality, data consistency and criticality. Python/R, knowledge and hand-on experience in statistical programming and data…"
789,"Amazon.com Services, Inc.",Principal Machine Learning Scientist - Amazon Video,"Seattle, WA",Not Easy Apply,3.6," PhD in Computer Science (Machine Learning, AI, Statistics, or equivalent); PhD in Computer Science (Machine Learning, AI, Statistics, Mathematics, or equivalent…"
790,Apple,"Siri - Software Engineering Manager, Machine Learning Systems","Seattle, WA",Not Easy Apply,4.2," BS/MS/PhD in Computer Science, AI/ML or related field. The Software Engineering Manager, Machine Learning Systems QE, will reinvent ML systems testing strategy…"
791,Apple,Software Engineer - Machine Learning Platform,"Seattle, WA",Not Easy Apply,4.2," These may include, but not limited to, data management systems, data engineering workflow systems, distributed compute systems, and their web portal & web…"
792,Lyft,Data Scientist,"Seattle, WA",Not Easy Apply,3.5," 3+ years of industry experience in a data science or analytics role. As a data science team, we work collaboratively with partners across product, engineering,…"
793,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, Amazon Athena","Seattle, WA",Not Easy Apply,3.6," Master's degree in Computer Science or equivalent with 3+ years of experience OR Bachelor's Degree in Computer Science or equivalent with 5+ years experience,…"
794,"Amazon.com Services, Inc.",Software Development Engineer - Big Data Processing & Analytics,"Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in data structures. Computer Science fundamentals in object-oriented design. Computer Science fundamentals in algorithm design,…"
795,"Amazon.com Services, Inc.",Software Development Engineer - IAM Data Plane,"Seattle, WA",Not Easy Apply,3.6," BS/MS in Computer Science or equivalent experience. As an SDE on IAM Data Plane team, you will: 3+ years of non-internship professional software development…"
796,"Amazon.com Services, Inc.","Senior Manager - Big Data & Machine Learning, Amazon Scout","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis."
797,"Amazon.com Services, Inc.","Manager, Machine Learning","Seattle, WA",Not Easy Apply,3.6," PhD in Data Science, Machine Learning, Statistics, Computer Science, Applied Math or equivalent highly technical field."
798,Getty Images,"Senior Software Engineer, Streaming Data Platform","Seattle, WA",Not Easy Apply,3.9, Grow the data platform by establishing new data pipelines and reveal key insights to our business stakeholders. You have a passion for the world of data.
799,"Amazon.com Services, Inc.","Software Development Engineer, AWS IoT Data Services","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in object-oriented design, data structures, and complex analysis. Using our service, AWS customers will be able to turn IoT data…"
800,"Amazon.com Services, Inc.",Software Development Manager - Alexa Machine Learning Platform,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Computer Science. MS, Ph.D. in Computer Science, Computer Engineering, Electrical Engineering, etc."
801,"Amazon.com Services, Inc.",Engineering Manager - Machine Learning / NLU,"Seattle, WA",Not Easy Apply,3.6, Experience with big data solutions. BS in Computer Science or equivalent. Masters degree or PhD in Computer Science or Engineering.
802,"Amazon.com Services, Inc.","Software Development Engineer – Big Data, AWS EMR","Seattle, WA",Not Easy Apply,3.6," Very strong Computer Science fundamentals in algorithm design, data structures, problem solving, and complexity analysis."
803,Expedia.com,Sr. Product Manager - Machine Learning,"Bellevue, WA",Not Easy Apply,3.9," Anticipate and product manage features for our data platform, that will help accelerate data science efforts. Experience working on at least one of: distributed…"
804,Expedia.com,Principal Software Development Engineer (Tax and Data),"Bellevue, WA",Not Easy Apply,3.9," Comfortable with microservices or data processing pipelines (Docker, Kafka, Kinesis, Spark, OpenAPI). Lead the design and implementation of transactional…"
805,"Amazon.com Services, Inc.",Software Development Manager – Alexa Machine Learning Platform Services,"Seattle, WA",Not Easy Apply,3.6," Customers include Scientists, Data Analysts, Product Owners, and the Alexa end users. Bachelor’s degree in Computer Science, Computer Engineering or related…"
